,time,G1,G2,G3
37,37,0.9711899243922056,0.7658506222110025,-0.4149925125067663
38,38,0.18633659129602387,1.0780033563308227,0.8431293653890505
39,39,0.23884862471233223,0.3434692456347471,0.9784540175151228
40,40,-0.12427648253354628,0.15437120364719725,0.3312814872238855
41,41,-0.3000089685894876,1.1296958506322685,0.46136409283560115
42,42,-0.4331350953125063,1.0033367476862645,0.6035597112065222
43,43,1.4053876976158948,1.2475157184460532,0.5311045602991358
44,44,0.18517390912417325,2.131572387431971,0.5354935154764389
45,45,0.23096284919440682,1.422239743495207,-0.13800190316498834
46,46,-0.16639768002496308,0.5035888872779207,1.28616578239156
47,47,0.858745177915955,1.5285081440479265,1.2598092960184104
48,48,-0.3269489237789758,0.3220462947442394,0.32331787039789855
49,49,0.3836298598930156,0.7592076975926455,0.006787836098743005
50,50,0.05226671940316219,0.9658791973376843,1.0105324382263792
51,51,0.703451248929631,1.8666713608246832,0.47210601509346695
52,52,0.2645974312155635,0.6476225889757801,0.8409765816603898
53,53,-0.06031609206120603,0.6167807306704929,0.6203357914274524
54,54,0.5259088858306726,0.9907737377872838,1.1357693755350933
55,55,0.7641659352652088,0.7182608568189464,1.147374571828003
56,56,0.593258611191584,1.6233179610532535,0.4472013107682079
57,57,0.7212359488698906,0.5300342458182883,0.12831802230247225
58,58,0.26283895315951816,0.5062656737944488,0.03853080133245901
59,59,0.4086294170064309,0.871089977627783,1.1451896895536025
60,60,0.26376977611202446,0.8509837746538476,0.25557037110798553
61,61,0.43022341922972934,2.0747660269084927,0.6065918228506562
62,62,0.21342685897777297,1.5947104034628805,0.5718429807747459
63,63,-0.23314130116583842,1.1737756206925956,0.8537163518652269
64,64,0.7287130711268764,0.527282240584916,-0.07813990292325346
65,65,0.4491095318958691,1.5721814882007736,0.9943892983969143
66,66,-0.15509917348302227,0.6598923263052177,1.171945511917103
67,67,0.9013911277628871,0.39761445161119424,0.9642110435223308
68,68,0.22635081780837896,1.7740148961761508,0.7745569141507642
69,69,0.7159726978980694,1.3484713059624247,0.9887000831343916
70,70,1.0645452810887683,1.6604294118904095,1.149523172820065
71,71,0.7744914553787053,1.3693638264715107,-0.4262963782133251
72,72,1.2897003422716504,1.6484153059513456,1.9479561541253472
73,73,0.11258708982317367,0.9044872033499265,1.1750466613439632
74,74,0.9411708205887745,0.7228785791077676,0.66379570880649
75,75,0.4075949545298434,1.5907972591408135,0.8045233124061995
76,76,0.3246014254090591,0.8582951679130795,1.2568708886745943
77,77,0.4805751676177923,0.9252251111248997,0.9619480304828167
78,78,0.6242237339363137,1.0522337482413284,0.014657766109252846
79,79,0.8180826711148728,1.2987395795125285,2.0722464306796597
80,80,0.2174250796083218,1.1230030443732582,0.9947296713837638
81,81,1.2604132434770936,0.6225243532909907,1.5700863558579
82,82,1.0528312198652299,0.9981907985835548,0.7239750761078043
83,83,0.06187815686138809,0.21829842388778664,1.8481885271228988
84,84,1.5841260968978,1.6526157255135936,1.2331718444461397
85,85,1.7979445880152916,0.5489711721966262,1.4044219172377255
86,86,1.4493897855798252,0.8078083302857747,0.5873733169265226
87,87,0.7800375820938246,1.3960825396304872,1.7255726448413504
88,88,0.34462368924472875,1.0102185018043435,1.4749090822673943
89,89,1.4172258634655683,2.161507297703368,1.7909231147824993
90,90,0.6984115265134102,0.7535715451382757,0.8359562201792106
91,91,1.5212225351912139,1.5435254346745915,0.9194864407696062
92,92,1.0241374890384303,1.4003585908862521,2.321958348841971
93,93,1.4183195182418564,0.8459532511294013,0.6499920886392264
94,94,1.1181831985872008,1.7016383302658769,1.1220251496608395
95,95,1.303286584095974,1.364226834388876,1.7684456813013476
96,96,0.9652500103604102,1.8458952756068336,1.2588624838574278
97,97,1.8629352469529175,1.8817520769818656,1.5114768398766467
98,98,1.0434560463518099,2.561617974640345,1.0302754853685623
99,99,1.190994681722351,2.1582639747181958,1.4250279439237594
