,X,Y
114,71.89613283954007,0
115,52.41521332296227,0
116,70.15064670955566,0
117,81.62690432781855,1
118,72.68228095391366,0
119,86.06444433012062,1
120,73.428877721282,0
121,64.03035855944164,0
122,67.88527645376163,1
123,87.42386818838224,1
124,68.77190588139138,0
125,86.03591190589893,1
126,79.91569770461253,0
127,69.40206511662365,0
128,73.75766984272406,1
129,78.38712117393214,0
130,73.26715719069246,0
131,63.21808437358516,0
132,79.87737064544555,0
133,81.48518568488912,1
134,80.5842322474154,0
135,51.93159138034421,0
136,71.19051208631736,0
137,87.87587330697846,1
138,80.17113453320097,0
139,91.74372733450443,0
140,95.76408543974324,1
141,69.80414405957615,1
142,93.24947770748253,0
143,81.3189029136362,1
144,83.9802979100734,1
145,66.42461157652312,1
146,73.12774912062405,0
147,83.0385341219858,0
148,73.62527284146664,1
149,59.50897336955064,1
150,60.36983374590675,1
151,84.20674648126965,1
152,68.13795233882419,0
153,82.98426790904897,0
154,77.64704070994883,0
155,82.1384947786103,0
156,70.3784008628581,0
157,95.33214159383284,1
158,83.96672543742092,1
159,75.68556558873927,0
160,72.71874978900325,1
161,70.15081118757749,1
162,80.15685920319856,1
163,82.65001120511847,1
164,63.60164106716059,0
165,63.83035529112766,0
166,88.68282097965411,1
167,88.79982776187389,1
168,74.21598026879043,0
169,91.33883113977156,0
170,81.31713323880516,1
171,87.83525309621837,1
172,92.39189526351726,1
173,69.67884278710957,0
174,75.99327154370289,1
175,68.49755667509409,1
176,72.47263243826612,0
177,65.50762424167337,0
178,93.26639052300753,1
179,67.90841263501629,0
180,63.61198913210098,1
181,78.2491042501444,0
182,87.54208273700435,1
183,87.27595285630731,1
184,85.80508212349163,1
185,76.61150538934022,1
186,96.12819041155649,0
187,76.9010920258274,0
188,76.02715902948117,0
189,89.39483355766927,0
190,80.06474254215405,0
191,77.30574236489498,0
192,73.47085303864097,1
193,86.88661009289969,0
194,66.82665303487948,1
195,80.47115722169387,0
196,70.33696924253536,1
197,95.34227563270352,1
198,86.36914057483968,0
199,93.30066290333845,1
200,57.453320650313366,0
201,74.57208828574257,0
202,87.33673473727323,1
203,82.85064322605315,1
204,95.97271499981824,1
205,83.5885586854669,1
206,62.58818876013112,1
207,94.64528089808526,1
208,64.17576961427022,0
209,81.38398079989535,1
210,80.71377145652485,1
211,70.43549582577297,0
212,75.25108252266793,0
213,45.80955326291643,1
214,100.0,0
215,80.99103745681228,1
216,81.09816168020664,1
217,76.83492520692934,0
218,78.35973279974459,1
219,100.0,1
220,100.0,1
221,74.56649325048251,0
222,90.09469987304418,1
223,95.30196521515407,1
224,67.7547327750781,0
225,79.43849109819512,0
226,79.08014715369796,0
227,68.69374234175902,1
228,92.70801108925755,1
229,93.9179608254078,1
230,73.90544109499666,1
231,82.85103780934342,1
232,78.90552686341609,1
233,74.94603466396123,0
234,63.277239646168255,0
235,92.07675531905767,1
236,99.06324340247136,0
237,75.01267434492718,1
238,79.93851056714685,0
239,73.21835998836791,0
240,77.92676393621768,0
241,83.77125777257875,1
242,84.95348836865213,1
243,91.2769077066484,0
244,94.87046791486357,1
245,85.14050485830447,0
246,57.06264085688509,1
247,74.4970861634164,0
248,74.55836850387735,0
249,74.7431407276905,1
250,75.40347386179278,1
251,82.19684377252983,1
252,75.15227807537093,1
253,86.32935855014951,1
254,95.5196448059255,1
255,75.8713704427567,1
256,87.98814131282153,1
257,86.13803376223784,0
258,88.30864720896233,1
259,88.29813209257938,0
260,77.89914962529049,1
261,63.99234706639919,0
262,100.0,0
263,72.96629126325521,1
264,85.7220197011281,1
265,62.186854996248655,0
266,77.03177185023628,0
267,74.64097208752698,0
268,75.50448612370602,0
269,79.14373077856506,1
270,80.25476879141407,1
271,76.31589375307658,1
272,51.85621507424305,1
273,72.06902489495302,1
274,83.27500459414611,0
275,100.0,1
276,72.13622597463335,0
277,95.93718590031824,1
278,71.6089695032037,1
279,98.08965153325052,1
280,75.29905650159073,0
281,82.41366141646873,1
282,64.28159294761181,0
283,72.96540503310018,1
284,75.51250703496669,1
285,74.0691717660572,0
286,74.13948126960561,0
287,83.45573529481521,1
288,81.92485906255565,0
289,71.06991494026903,0
290,93.36464429844312,1
291,93.21855711107423,1
292,95.15704298637216,1
293,79.92302218377375,1
294,63.37347731061972,0
295,74.72971633013813,0
296,65.49506574086521,0
297,81.6667936506952,1
298,70.4289988668246,0
299,85.80725553642641,0
300,86.49264736320477,0
301,94.3599835484445,1
302,91.7607073607097,0
303,69.48968784421291,0
304,64.51337261141411,0
305,86.82587263397039,1
306,80.63276852999384,1
307,86.61559550627304,0
308,93.83644011818545,1
309,83.45053695130254,1
310,86.34584112181899,1
311,62.75640147901984,0
312,85.21469674512963,0
313,91.02721687970089,1
314,67.82285910411096,1
315,97.55083187749545,1
316,100.0,1
317,64.81061151701968,0
318,73.13478995017309,0
319,94.79251997392919,1
320,93.69340961195648,1
321,70.5548132287142,1
322,93.07448210759054,1
323,73.26795516703753,0
324,80.68525547638043,0
325,66.3245843107176,0
326,81.49707483547971,1
327,76.488142599842,1
328,84.42974329089508,1
329,80.95166302263155,0
330,96.16434765159048,1
331,80.44502419160919,1
332,77.90311869742465,0
333,92.59185416659228,0
334,81.78579275302485,1
335,79.50856589343559,0
336,87.20584733427286,1
337,62.757261517527,1
338,87.58501321660714,0
339,74.49929517035402,1
340,93.18002399305239,1
341,93.1001863112653,0
342,69.93644304162144,1
343,94.59743868295068,0
344,80.9170087723414,0
345,83.45292614183856,0
346,97.64844172518698,0
347,89.36104061978814,1
348,83.14958095368245,1
349,86.32569727750099,0
350,71.44377846280894,1
351,97.66103160253635,1
352,89.37857425605719,0
353,70.34289253700983,0
354,78.79283696579765,0
355,89.89522776547949,1
356,70.89913903664124,1
357,83.12261417810535,0
358,70.84168310342932,1
359,66.14501149690099,0
360,60.85416592882135,1
361,95.62937987282552,1
362,60.84143682942017,1
363,90.84997926542583,1
364,72.2301755909585,0
365,100.0,1
366,57.96286020048032,0
367,75.39163918979096,1
368,77.11349684074264,1
369,72.49584998638957,0
370,82.60194408916134,1
371,76.98764501976213,0
372,80.67220959671555,1
373,75.69230696100968,1
374,83.11526970491389,1
375,87.36082118007094,1
376,72.40331074755545,0
377,84.40550257687073,1
378,84.494144022561,1
379,70.50374469239037,0
380,87.17472712838722,0
381,71.81046512178173,0
382,75.67874773027033,1
383,76.6669002353867,1
384,75.19780766953335,0
385,77.92564715210754,0
386,87.0546505130187,1
387,77.26663320038415,0
388,87.30443843490657,1
389,79.67982153684109,0
390,78.38506268663814,0
391,82.97525654514254,0
392,76.0690871720012,1
393,81.95966430680313,1
394,94.74767271418165,1
395,75.56176605960128,0
396,70.06333879631866,0
397,91.00398418463827,0
398,68.4166844154465,0
399,99.25880210180614,1
400,83.21735030089461,1
401,73.45466435835215,0
402,94.71493879687131,1
403,81.81790293797125,1
404,80.00095577160867,0
405,78.27757342153858,0
406,64.12166101249024,1
407,83.66880695100774,1
408,76.40109463238912,1
409,73.50808112961285,0
410,76.85481789514442,1
411,90.39282395841614,0
412,86.05462726867839,0
413,95.64294468431041,1
414,74.25299806497503,1
415,81.95720817428983,0
416,72.76775318827725,1
417,90.62346241517658,1
418,80.73505424787389,1
419,79.20458670987232,0
420,69.22564024115184,0
421,84.1799351092887,0
422,88.6775274241142,0
423,65.33374968228523,1
424,68.76822159548304,1
425,77.04992703655527,0
426,77.23967969951983,0
427,79.77302044456977,0
428,64.49679646693332,0
429,90.55689599329975,1
430,93.65981269936283,1
431,59.76713287456765,0
432,80.03040940318215,1
433,67.25522963704607,1
434,82.34941432584026,1
435,84.49673367247074,1
436,81.04763728410916,0
437,100.0,0
438,88.46111891612887,1
439,70.79016842150617,1
440,89.79637862240236,1
441,92.04265437063134,1
442,75.61890408268448,0
443,54.6306676966114,1
444,95.9888175296619,1
445,74.63902855920428,0
446,85.61034956613238,1
447,85.4298290354309,0
448,87.18378029062393,1
449,83.2102324543087,0
450,85.94262402412754,1
451,88.0721648609796,0
452,77.22592595870468,1
453,84.60930162243653,0
454,57.41768719735435,1
455,80.8651645371835,1
456,92.13119235572046,1
457,93.43111934384082,1
458,67.40602697725357,0
459,79.68229227251965,0
460,76.3320194942059,1
461,69.87854390023523,0
462,87.94772273297434,1
463,80.95224072813092,1
464,81.45103295232389,1
465,66.69898919359942,0
466,90.4079789181082,1
467,73.40539356602042,0
468,84.22717248516676,1
469,79.26456508566737,0
470,84.2737772561253,1
471,81.18771603451741,1
472,82.62300086438071,1
473,91.73229219101316,1
474,80.48948018813371,1
475,88.0026369953831,1
476,84.60687241192694,1
477,78.0924075738248,0
478,87.82658313723503,1
479,72.13175966672812,1
480,74.66139162809274,0
481,78.72450011497315,0
482,98.02027442843891,1
483,88.11481318502658,0
484,93.50579922054689,1
485,90.4380700988478,0
486,68.77516820539876,0
487,100.0,0
488,77.92882061254629,1
489,80.4463732143887,0
490,79.0789337467746,1
491,76.53023019216236,0
492,59.01574216606469,0
493,81.69074933017535,0
494,86.44436343886754,1
495,78.98574547896573,1
496,74.23991288370026,0
497,73.72145100638717,0
498,71.46044774640264,0
499,72.53474819375482,0
500,77.20426541452245,0
501,93.3013655112739,0
502,87.35447397035072,1
503,100.0,1
504,77.81425367902764,0
505,89.32806405932429,1
506,75.57178465095157,0
507,58.697762986897736,1
508,78.0406106502287,1
509,69.03591755491311,1
510,88.95241558857786,1
511,89.37369601030845,1
512,61.38621486801057,0
513,89.23271118754428,1
514,93.0439359363599,0
515,72.70144405860017,0
516,84.73558876368422,0
517,75.53358998827692,1
518,79.44190466365643,1
519,88.18554905575527,1
520,72.3101595346885,0
521,98.79868755456081,1
522,92.6511844288718,0
523,86.29443706423257,1
524,90.69913477140416,0
525,65.3274497479965,0
526,73.6114318706113,0
527,74.99110881407748,1
528,66.4467360477952,0
529,80.53935353088906,1
530,85.64455783606883,0
531,93.54214324475677,1
532,70.80386295438672,0
533,89.07079270500094,1
534,61.8263705431482,0
535,97.7483894415314,1
536,93.37059173878009,1
537,69.86418549765824,0
538,77.65869443194934,1
539,76.2765290719578,0
540,91.88810919324825,1
541,84.46322169598999,1
542,79.60857881667155,1
543,81.57225783892669,0
544,99.96616018419779,1
545,81.15936471770706,1
546,97.39095536334695,0
547,77.60689424211438,0
548,63.32118093270257,1
549,88.277935184803,1
550,73.15158147178666,0
551,85.65906888073522,0
552,82.15309626931877,0
553,68.58771053807685,0
554,73.62976814722583,1
555,88.69722385431015,1
556,100.0,1
557,81.17231117264105,1
558,77.30095940693396,0
559,78.68900977546306,0
560,85.88268360580415,1
561,80.52272523617945,1
562,67.90858188176551,1
563,64.32362007675616,0
564,86.29392026145445,1
565,84.8555472224671,0
566,81.45924307832522,1
567,62.726877046764315,1
568,90.01919135326801,0
569,58.699763136265304,0
570,81.60538820261475,1
571,85.57493213482023,1
572,85.35243745711777,1
573,77.45266720820013,0
574,100.0,1
575,76.86974994166518,1
576,78.13917363817588,1
577,88.08277274697734,0
578,74.33684864252113,0
579,94.67897313293405,1
580,77.74523793903643,1
581,92.70807744021592,1
582,72.34874264798117,1
583,69.15106204071479,0
584,89.98746482662253,0
585,67.57287714255547,1
586,96.52912912555723,0
587,86.49914456367429,1
588,68.65647559039456,0
589,81.68926258363238,1
590,69.75798724616988,0
591,80.85943123198705,1
592,78.90125904006054,1
593,86.51039095607946,0
594,86.88984645858619,1
595,93.0238238842185,1
596,76.20391436927571,1
597,97.40953015073806,0
598,74.62018396083218,1
599,69.77591968088596,1
600,70.24784352015067,0
601,76.8051798043046,0
602,75.95361611693693,0
603,85.40563895955037,0
604,72.38475641102742,1
605,76.90214537189527,0
606,83.18813025164995,1
607,87.54427805114078,1
608,81.95419014102318,0
609,91.6362444654897,1
610,88.85922880544567,1
611,81.51073930236853,0
612,67.89547814551206,0
613,73.33304963263889,0
614,79.7414125011497,0
615,82.82378032457213,0
616,85.60508398191556,0
617,88.71148877819718,1
618,66.49399181318503,1
619,70.24781673561122,0
620,72.9566532197362,1
621,62.76053539607136,1
622,90.22795772731398,0
623,85.68740788612809,0
624,73.43371336176871,0
625,82.08355306865043,1
626,83.95762580779687,0
627,87.04018246756267,1
628,76.37927670807052,1
629,97.28154832439344,1
630,92.98042753714651,1
631,93.43637435841944,0
632,81.79812356194032,1
633,71.96353227079523,0
634,80.7117093588544,1
635,80.38471461893353,0
636,73.06536633077715,1
637,91.88893881487655,1
638,90.80906259607028,1
639,100.0,1
640,87.46572640995811,0
641,83.512953341636,1
642,79.8234248196178,0
643,70.71775424208255,1
644,83.09249259732502,1
645,76.20326771233832,0
646,75.05451916652372,0
647,96.29352590339063,1
648,91.96426662333108,1
649,76.86435372112508,0
650,70.2227166069552,1
651,88.92775269707799,1
652,71.40612535309775,0
653,78.31653686214095,0
654,74.45444879216167,0
655,80.26162991437785,1
656,75.40519795317873,1
657,96.8596646010695,1
658,63.58876084009034,0
659,75.4708147482333,0
660,89.07294517336197,1
661,82.59221836878248,0
662,82.32134578779642,0
663,76.08329704112485,1
664,90.04271538293172,0
665,80.47624035730503,1
666,72.99840399939802,0
667,84.21281379210576,0
668,98.55653531189671,1
669,89.44985851777197,0
670,70.09670914342097,0
671,100.0,1
672,94.05072694181591,1
673,79.51499163810496,0
674,64.98489144077742,1
675,80.4761397714692,1
676,84.82663076965977,0
677,81.31105045230203,0
678,75.31365664917476,1
679,83.47445745201543,0
680,84.68198448038727,0
681,94.08123524259626,1
682,63.91815109898653,0
683,70.41599875474854,0
684,75.30143092271855,0
685,100.0,1
686,93.26322110251279,1
687,76.09146789773021,0
688,70.42054683396792,0
689,78.32905834013114,0
690,100.0,1
691,86.59677482657665,0
692,67.98497338471792,0
693,83.46566066077983,0
694,79.24722110856521,1
695,66.5874564587875,1
696,68.81915516354111,0
697,91.072617599198,0
698,64.42492384456325,1
699,81.87481050819748,0
700,78.32073555343747,1
701,86.82357446811082,0
702,86.17424709867223,0
703,93.89533427035511,0
704,87.95059478346417,0
705,81.41960787051286,0
706,87.2334426541802,0
707,82.38767238970794,1
708,50.47363171446369,1
709,100.0,1
710,89.12733026248884,1
711,54.09735935426154,1
712,78.59468732592751,0
713,70.25013845687695,0
714,65.76721079709257,0
715,97.58756807051246,0
716,63.69928139582899,0
717,89.77872160051928,1
718,81.63686888749105,1
719,79.05521000380529,0
720,95.20231560540746,1
721,92.12948212219253,1
722,73.55962376249695,0
723,91.03588067051571,1
724,83.77663497997216,1
725,74.7259509276012,0
726,87.98459067862835,0
727,100.0,0
728,84.67713647204218,1
729,95.1423698184682,1
730,82.8920505412771,1
731,67.75188332857603,1
732,84.92699388552955,1
733,78.29189002780221,0
734,75.00528055120645,0
735,93.33835908134597,1
736,89.1121102893421,1
737,89.73755657094408,1
738,75.70931645209437,0
739,72.30009023903844,0
740,76.84959461977995,1
741,96.27767491799241,1
742,84.70735336158162,1
743,84.80241063034978,1
744,89.84521089885816,1
745,90.25721623260817,0
746,97.02319701937205,1
747,74.2143987022136,0
748,50.52730875830626,0
749,98.47736011251659,1
750,71.26611477329354,0
751,86.15673863503326,0
752,73.82564310067019,0
753,76.12115424254321,0
754,73.50618563155415,0
755,87.48016446445698,1
756,77.09263592848221,0
757,76.42014521101378,0
758,78.52178780052648,0
759,80.34791298498632,1
760,84.89417722115034,1
761,88.2244988550332,0
762,82.95751913297906,1
763,81.15285803344098,1
764,68.08616023869244,0
765,92.10430028107278,0
766,78.04062694933359,1
767,88.51037655843656,0
768,95.82500536659043,0
769,76.71964426484199,0
770,85.18149548144474,0
771,81.41244703719121,1
772,89.7832278248128,1
773,72.91846670300116,0
774,93.67643606304394,1
775,75.77367704106359,1
776,81.35574870603578,0
777,72.84989879686808,0
778,83.49031280293389,1
779,65.10767276918939,0
780,75.65004561290371,0
781,77.08313702719462,1
782,79.31374057791598,1
783,80.56905413293582,1
784,90.13126613999114,1
785,73.97939546921575,1
786,68.94186149279128,1
787,94.11888163983195,1
788,77.61640009815603,0
789,95.34770913057022,1
790,60.225576478801955,0
791,83.46250844975091,1
792,78.2131590818454,0
793,69.41946998786587,1
794,84.13696267355778,1
795,84.91256430728433,1
796,63.0781012318168,1
797,73.31808562359409,0
798,82.1056777474835,1
799,83.38780055349874,0
800,94.34104914827701,1
801,88.73093961648178,1
802,89.65957794080295,0
803,100.0,1
804,90.86403896634872,0
805,85.77970967610683,0
806,83.04166458745586,1
807,95.59194671247754,0
808,71.05574863803304,0
809,83.6276166221009,1
810,71.24285396375772,1
811,92.87169235153067,1
812,75.91682005594649,1
813,92.7112462895505,1
814,71.23569053880446,1
815,74.74834766694494,0
816,67.80359277865448,0
817,76.64936165249188,1
818,83.7585658596298,1
819,83.6801982681738,1
820,77.54705026159245,0
821,79.88002103246954,0
822,79.52649662213354,0
823,77.25616530849076,1
824,74.60854320602417,0
825,84.44669644187546,0
826,81.50722655051317,1
827,82.72166245048771,1
828,84.86049841222047,1
829,84.39065904666246,0
830,89.88562539189225,1
831,75.29672941326211,0
832,64.63599220763163,0
833,78.45580840353335,0
834,80.439014703393,0
835,93.18583853819527,0
836,88.14072173555259,1
837,83.41390051001035,0
838,72.94763162517506,0
839,73.79844582376026,0
840,68.02668805389186,0
841,79.25162068591989,1
842,76.33656584166343,0
843,57.012962225982534,1
844,94.88278840637767,1
845,80.48624119281033,1
846,77.6477649557168,0
847,70.45343882772212,1
848,88.02824106071819,0
849,91.13683953404741,1
850,80.38305261659052,1
851,72.11096751359722,1
852,94.54195392634635,0
853,89.89874497462289,0
854,91.27287065658393,0
855,82.1782207835041,1
856,85.18179776912633,1
857,81.74766711080193,1
858,91.26250535754015,1
859,82.96453826268177,0
860,87.96302392668865,1
861,80.01800184735896,1
862,73.65930602997263,1
863,94.27679686182634,1
864,87.71052538016295,1
865,75.86098504013154,0
866,70.7195798523364,0
867,64.02011440570806,0
868,88.7506347326889,1
869,62.69502393919862,1
870,87.55755093728534,1
871,79.47243080354627,0
872,80.73349266981204,0
873,80.2039372772304,0
874,75.61345249521163,1
875,85.14388046548639,1
876,76.83032135508736,0
877,78.88082052507592,0
878,79.4705279849816,1
879,63.239427811436684,0
880,85.57184819734532,1
881,82.1689560855201,0
882,72.81165885510256,0
883,80.6345541465663,1
884,86.61188336221568,1
885,74.263770519775,1
886,67.2765223708072,0
887,70.80815671060047,0
888,60.001019431238426,0
889,74.36255540568622,0
890,93.83978290323319,1
891,51.82453298493497,1
892,79.6617810591067,0
893,59.16731680617883,1
894,78.18518995458048,0
895,75.19693810148809,0
896,100.0,1
897,94.71276493599011,1
898,86.17378744863755,1
899,77.0919630616049,0
900,84.97574922801907,1
901,83.5400845338306,1
902,94.96713770733675,0
903,63.558965602548525,0
904,76.65451682095762,1
905,76.52404473044322,0
906,76.61601366012275,0
907,71.68285574068032,0
908,85.47499990382221,0
909,90.84048402709786,1
910,89.34335493516213,1
911,84.73273613226438,0
912,74.78982995442786,0
913,68.72278407314478,0
914,59.602969889194675,1
915,71.60162052079242,0
916,84.63811686748612,1
917,72.46955761196239,0
918,82.92354649287886,1
919,87.41554781161541,1
920,69.03621726174892,0
921,79.89372578018514,1
922,69.50535262138295,0
923,96.82558701602278,1
924,100.0,1
925,72.23887126077697,1
926,74.2011296610799,1
927,94.4549352715058,1
928,76.0605229004726,1
929,77.8900675927228,0
930,65.33910747042358,0
931,67.53338493621524,0
932,77.92658159269426,0
933,85.59840225062979,1
934,89.94426780339795,0
935,90.02383199161841,0
936,100.0,1
937,75.20555228217545,0
938,76.23926251515306,0
939,69.63590740827645,0
940,80.95865425934458,1
941,92.08736077085041,1
942,79.85547366490005,1
943,75.32561200610002,0
944,73.95403283915076,0
945,75.37332313433751,0
946,93.7993709157394,0
947,74.32449841588182,0
948,89.30083470852395,1
949,72.10117329128323,0
950,69.0981967829436,1
951,74.08592892148496,0
952,85.62604095917312,1
953,93.71564939667735,1
954,61.88502171653748,0
955,70.82379415817879,1
956,61.767993155710364,0
957,86.90719931908099,0
958,97.48627973425825,1
959,81.47063444034117,1
960,77.69875860814912,1
961,91.76100488847639,1
962,93.05418863480087,1
963,92.45434162663426,0
964,86.53945264350084,1
965,79.6012533195266,1
966,100.0,1
967,84.17350369509063,0
968,90.39297743499766,1
969,97.41957476306926,1
970,78.00150443208994,0
971,88.87515861188393,0
972,80.34555129418955,1
973,94.45273310899411,1
974,68.0374709073013,1
975,84.53982168295718,0
976,65.34201680751387,1
977,84.67868083938173,0
978,73.27279905945467,0
979,75.46281694471895,0
980,77.5756402451488,0
981,95.46776686115352,1
982,87.73161117824752,0
983,83.768132064365,1
984,66.18664272422775,0
985,90.57659968722794,0
986,68.13133185702505,1
987,98.89046212005694,1
988,93.1471868994143,1
989,78.37997113026626,0
990,90.27705313490193,0
991,76.7777481369772,0
992,88.67474261935442,1
993,70.6691906079494,0
994,88.59916080799115,1
995,72.08466631281263,0
996,81.44280204690972,0
997,100.0,1
998,84.14996943183444,1
999,72.56580376552772,0
1000,67.84566865628665,0
1001,70.6868819648029,1
1002,80.9345636757999,0
1003,72.10278463437702,0
1004,78.24993625784418,0
1005,91.90849476238799,1
1006,72.92399727603281,1
1007,78.61305443361928,1
1008,100.0,1
1009,71.3184386370252,1
1010,75.6418334014834,0
1011,95.90191681569968,0
1012,83.36312892900587,1
1013,87.95719514645214,1
1014,64.9545019484463,0
1015,88.76216096952282,0
1016,63.95356083473517,0
1017,81.71036981925982,0
1018,79.86171940459111,0
1019,83.99498623421073,0
1020,94.13741511273221,1
1021,89.26277327098522,1
1022,77.48378665464844,0
1023,85.77900828563646,0
1024,73.15524929964471,1
1025,87.9691482138948,1
1026,97.78879762003726,0
1027,73.46306766907747,1
1028,91.49354612278083,1
1029,87.23696532247519,1
1030,77.9561864947586,0
1031,89.68126997504612,1
1032,54.774570409063514,1
1033,64.5910393752152,0
1034,75.78637356993829,0
1035,84.74613745044843,1
1036,80.94209005022799,1
1037,83.07856052727719,1
1038,67.43830517222983,1
1039,78.33199235150106,1
1040,87.90867825138155,1
1041,71.23204295482262,0
1042,68.83591439428506,1
1043,95.72227180912581,1
1044,62.81112952702166,0
1045,92.0818624424213,0
1046,81.10400320791932,1
1047,78.13901175843083,1
1048,84.53097375404408,1
1049,70.83844331933122,0
1050,100.0,0
1051,76.29198703047366,0
1052,77.94393359757456,0
1053,90.23491725121693,1
1054,70.63264628277601,0
1055,92.05251281188093,1
1056,78.62478084422204,0
1057,90.67899548991038,1
1058,72.8272525182659,0
1059,83.15607275534519,1
1060,82.73651250603788,1
1061,88.02838515685556,1
1062,94.68660959314985,1
1063,93.46609133406068,0
1064,87.4222315495435,0
1065,79.48194612035752,0
1066,79.27258428573512,0
1067,85.03737840800022,1
1068,80.83279313571984,1
1069,74.05128066512367,0
1070,72.78352277113419,1
1071,73.50246171570305,1
1072,65.77185509018662,1
1073,66.07659011750236,0
1074,68.53254187700344,0
1075,87.61547636362398,1
1076,70.50119111024732,0
1077,68.44459244682437,0
1078,74.14590971115908,0
1079,93.31427860633141,1
1080,71.12231637062513,0
1081,79.13545178199598,1
1082,79.61520566030222,0
1083,89.61635274060131,1
1084,73.99969309992025,0
1085,64.27526259374045,1
1086,77.0968109730087,0
1087,84.23602531190184,0
1088,74.0568841212387,0
1089,90.93329170751028,1
1090,77.68038426333625,1
1091,65.86452279861768,0
1092,67.0397894265723,0
1093,74.93080620346643,0
1094,86.92891745502592,0
1095,80.99946427379194,0
1096,84.30326387648924,0
1097,73.11422525896907,0
1098,65.50944615091481,1
1099,80.4934428217778,0
1100,72.88768977537254,0
1101,74.63258931877746,1
1102,71.42208706139785,0
1103,82.530036746319,1
1104,84.40077736915646,1
1105,78.96603185884263,0
1106,70.88090164452082,0
1107,78.17577721260453,0
1108,87.45808022439881,0
1109,99.84638371619127,1
1110,75.67374208444267,1
1111,78.90805015528679,0
1112,71.41878623857167,0
1113,75.03542986816981,0
1114,72.60806091900913,0
1115,82.86289049275518,1
1116,89.41831551046336,1
1117,89.87714462888913,0
1118,77.6141939513163,0
1119,79.53189630206583,0
1120,82.99817492756058,1
1121,87.67541323050986,0
1122,92.25149707728966,1
1123,95.66241293695089,1
1124,65.22884516254055,1
1125,100.0,1
1126,88.5867081360178,0
1127,77.88584004244777,0
1128,89.17496816081716,1
1129,77.94061743816444,0
1130,100.0,1
1131,76.21709972741017,0
1132,78.68451525585796,0
1133,87.04813559743677,0
1134,70.55100470595767,0
1135,83.61856715760194,1
1136,75.47474292820229,0
1137,66.44601945854396,0
1138,89.95812177118123,1
1139,89.98904568331531,0
1140,78.80883107300193,0
1141,65.73575272497823,1
1142,89.48086244502804,0
1143,100.0,1
1144,86.7452583737244,1
1145,81.4528959073589,1
1146,88.00861558655541,1
1147,86.58193153141696,0
1148,84.61357424118376,1
1149,88.31577457017679,0
1150,76.22450462050672,0
1151,100.0,1
1152,90.36910277710376,1
1153,87.03357700558989,0
1154,87.15165272499375,1
1155,58.88722784684285,0
1156,86.91458525410943,0
1157,77.92549688656217,1
1158,70.15517863301962,0
1159,75.24675004296496,1
1160,88.82741870359254,1
1161,79.86899090281665,0
1162,80.52686775880973,1
